Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Sensor Voltage (V),A/F Learning #1 (%),Intake Air Temperature (F),Mass Airflow Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
150423,14.70,13.84,176,2798,35.50,9.55,0.00,8.71,11.37,0.65,0.00,0,-6.09,30.01,0.92,-14.84,90,2.36,83.6121
150496,14.81,13.84,176,2787,35.50,9.51,0.00,8.85,11.76,0.64,0.00,0,-5.95,29.79,0.92,-14.84,90,2.36,83.9111
150570,14.59,13.84,176,2791,35.00,9.55,0.00,9.00,11.76,0.65,0.00,0,-5.80,30.55,0.92,-14.84,90,2.38,84.0820
150642,14.81,13.84,176,2791,35.00,9.53,0.00,9.00,11.76,0.66,0.00,0,-5.80,30.44,0.92,-14.84,90,2.38,84.3445
150716,14.81,13.84,176,2797,35.00,9.53,0.00,9.14,11.76,0.66,0.00,0,-5.80,30.88,0.92,-14.84,90,2.38,84.5276
150789,14.93,13.84,176,2793,35.00,9.55,0.00,9.14,11.76,0.67,0.00,0,-5.66,30.99,0.94,-14.84,90,2.38,84.6466
150861,14.81,13.84,176,2794,34.50,10.13,0.00,9.14,12.16,0.67,0.00,0,-5.66,31.23,0.94,-14.84,90,2.38,84.7321
150934,14.81,13.84,176,2794,34.50,10.13,0.00,9.29,12.16,0.68,0.00,0,-5.51,31.54,0.94,-14.84,90,2.38,84.8846
151008,14.70,13.84,176,2794,34.00,10.13,0.00,9.29,12.16,0.68,0.00,0,-5.51,31.76,0.94,-14.84,90,2.40,84.9945
151081,14.70,13.84,176,2807,34.00,10.18,0.00,9.29,12.16,0.69,0.00,0,-5.51,31.76,0.94,-14.84,90,2.40,85.1440
151154,14.59,13.84,176,2806,34.00,10.15,0.00,9.43,12.16,0.69,0.00,0,-5.37,32.21,0.94,-14.84,90,2.42,85.3424
151227,14.59,13.84,176,2807,34.00,10.17,0.00,9.43,12.16,0.68,0.00,0,-5.37,32.21,0.94,-14.84,90,2.40,85.4828
151299,14.70,13.84,176,2802,34.00,10.18,0.00,9.58,12.16,0.69,0.00,0,-5.37,31.87,0.94,-14.84,90,2.40,85.5469
151373,14.81,13.84,176,2802,34.00,10.16,0.00,9.58,12.16,0.69,0.00,0,-5.22,32.21,0.94,-14.84,90,2.42,85.6384
151446,14.81,13.84,176,2809,34.00,10.16,0.00,9.58,12.16,0.69,0.00,0,-5.22,32.81,0.94,-14.84,90,2.42,85.7941
151519,14.93,13.84,176,2807,34.00,10.18,0.00,9.58,12.55,0.70,0.00,0,-5.22,32.69,0.94,-14.84,90,2.42,85.8398
151593,14.81,13.84,176,2789,34.00,10.11,0.00,9.58,12.55,0.70,0.00,0,-5.22,32.56,0.94,-14.84,90,2.42,85.8704
151666,14.70,13.84,176,2800,34.00,10.16,0.00,9.72,12.55,0.70,0.00,0,-5.08,32.81,0.94,-14.84,90,2.42,86.0352
151738,14.70,13.84,176,2798,34.00,10.15,0.00,9.72,12.55,0.71,0.00,0,-5.08,32.93,0.94,-14.84,90,2.44,86.0962
151811,14.81,13.84,176,2802,34.00,10.14,0.00,9.72,12.55,0.70,0.00,0,-5.08,32.81,0.94,-14.84,90,2.42,86.0870
151884,14.70,13.84,176,2802,33.50,10.76,0.00,9.87,12.55,0.71,0.00,0,-5.08,33.29,0.94,-14.84,90,2.44,86.2396
151958,14.70,13.84,176,2796,33.50,10.16,0.00,9.72,12.55,0.71,0.00,0,-4.93,33.29,0.94,-14.84,90,2.44,86.3373
152030,14.70,13.76,176,2797,33.50,10.74,0.00,9.87,12.55,0.71,0.00,0,-5.08,33.17,0.94,-14.84,90,2.42,86.2823
152103,14.59,13.84,176,2813,33.50,10.14,0.00,9.87,12.55,0.70,0.00,0,-4.93,33.17,0.94,-14.84,90,2.44,86.3953
152177,14.59,13.84,176,2814,33.50,10.81,0.00,9.87,12.55,0.71,0.00,0,-4.93,33.17,0.94,-14.84,90,2.44,86.3892
152250,14.70,13.84,176,2809,33.50,10.79,0.00,9.87,12.55,0.71,0.00,0,-4.93,33.17,0.94,-14.84,90,2.44,86.3861
152323,14.70,13.76,176,2813,34.00,10.20,0.00,9.87,12.55,0.71,0.00,0,-4.93,33.17,0.94,-14.84,90,2.44,86.5448
152396,14.59,13.84,176,2804,33.50,10.20,0.00,9.87,12.55,0.71,0.00,0,-4.93,33.30,0.94,-14.84,90,2.44,86.5265
152469,14.81,13.84,176,2809,33.00,10.77,0.00,9.87,12.55,0.71,0.00,0,-4.93,33.54,0.96,-14.84,90,2.44,86.5936
152541,14.81,13.76,176,2811,33.50,10.79,0.00,9.87,12.55,0.72,0.00,0,-4.93,33.30,0.96,-14.84,90,2.44,86.5936
152615,14.70,13.84,176,2799,33.50,10.79,0.00,10.01,12.55,0.72,0.00,0,-4.93,33.78,0.96,-14.84,90,2.44,86.6821
152688,14.59,13.76,176,2802,33.50,10.75,0.00,10.01,12.55,0.72,0.00,0,-4.79,33.66,0.96,-14.84,90,2.44,86.7920
152761,14.70,13.84,176,2806,33.00,10.77,0.00,10.01,12.94,0.72,0.00,0,-4.79,34.01,0.96,-14.84,90,2.46,86.8317
152835,14.59,13.84,176,2799,33.00,10.75,0.00,10.01,12.94,0.72,0.00,0,-4.79,33.78,0.96,-14.84,90,2.44,86.8469
152907,14.59,13.84,176,2806,33.00,10.77,0.00,10.01,12.94,0.73,0.00,0,-4.79,34.01,0.96,-14.84,90,2.46,86.9293
152981,14.70,13.84,176,2799,33.00,10.75,0.00,10.01,12.94,0.73,0.00,0,-4.79,34.01,0.96,-14.84,90,2.46,87.1399
153053,14.70,13.84,176,2804,33.00,11.34,0.00,10.16,12.94,0.75,0.00,0,-4.64,34.51,0.96,-14.84,90,2.46,87.2314
153126,14.81,13.84,176,2810,33.00,10.77,0.00,10.16,12.94,0.74,0.00,0,-4.64,34.51,0.96,-14.84,90,2.46,87.3444
153199,14.70,13.84,176,2802,33.00,10.79,0.00,10.30,12.94,0.74,0.00,0,-4.64,34.63,0.96,-14.84,90,2.46,87.5458
153272,14.70,13.84,176,2813,33.00,10.76,0.00,10.30,13.33,0.74,0.00,0,-4.50,35.24,0.96,-14.84,90,2.46,87.5763
153345,14.81,13.84,176,2811,32.50,11.40,0.00,10.30,13.33,0.76,0.00,0,-4.50,35.11,0.98,-14.84,90,2.48,87.6892
153419,14.70,13.84,176,2811,33.00,10.79,0.00,10.45,13.33,0.75,0.00,0,-4.50,35.23,0.98,-14.84,90,2.48,87.8296
153492,14.59,13.84,176,2817,32.50,11.42,0.00,10.45,13.33,0.76,0.00,0,-4.35,35.47,0.98,-14.84,90,2.48,88.0371
153565,14.81,13.84,176,2816,32.00,11.41,0.00,10.45,13.73,0.77,0.00,0,-4.35,35.97,0.98,-14.84,90,2.50,88.0371
153637,14.70,13.84,176,2806,32.00,11.37,0.00,10.59,13.73,0.78,0.00,0,-4.21,36.32,1.00,-14.84,90,2.48,88.2507
153709,14.70,13.84,176,2797,32.00,11.34,0.00,10.59,14.12,0.79,0.00,0,-4.21,36.80,1.00,-14.84,90,2.50,88.6932
153783,14.70,13.84,176,2802,32.00,11.34,0.00,10.88,14.12,0.79,0.00,0,-4.06,36.93,1.00,-14.84,90,2.52,88.9862
153856,14.70,13.84,176,2799,31.50,11.96,0.00,11.03,14.12,0.81,0.00,0,-3.92,37.90,1.00,-14.84,90,2.52,89.0808
153929,14.59,13.84,176,2802,31.00,11.94,0.00,11.03,14.12,0.82,0.00,0,-3.77,38.03,1.00,-12.50,90,2.52,89.2883
154003,14.59,13.84,176,2804,31.00,11.96,0.00,11.17,14.12,0.81,0.00,0,-3.77,38.30,1.00,-12.50,90,2.54,89.3250
154075,14.36,13.76,176,2807,31.00,11.98,0.00,11.17,14.51,0.82,0.00,0,-3.63,38.17,1.02,-12.50,90,2.54,89.4928
154149,14.47,13.84,176,2825,30.50,12.05,0.00,11.32,14.51,0.83,0.00,0,-3.48,38.98,1.02,-12.50,90,2.54,89.5660
154222,14.36,13.84,176,2812,30.50,12.00,0.00,11.32,14.51,0.82,0.00,0,-3.48,38.56,1.02,-12.50,90,2.54,89.7705
154295,14.47,13.84,176,2816,30.50,12.01,0.00,11.46,14.90,0.84,0.00,0,-3.34,39.11,1.02,-12.50,90,2.54,89.8926
154368,14.47,13.84,176,2814,30.50,12.62,0.00,11.61,14.90,0.84,0.00,0,-3.34,39.53,1.02,-12.50,90,2.56,90.0391
154441,14.70,13.84,176,2817,30.00,12.61,0.00,11.61,14.90,0.85,0.00,0,-3.19,39.93,1.02,-12.50,90,2.54,90.1611
154514,14.59,13.84,176,2806,30.50,12.62,0.00,11.75,14.90,0.86,0.00,0,-3.19,40.34,1.04,-12.50,90,2.56,90.2954
154588,14.70,13.84,176,2806,30.00,12.57,0.00,11.75,15.29,0.87,0.00,0,-3.05,41.02,1.04,-12.50,90,2.58,90.4266
154660,14.59,13.84,176,2806,29.50,12.57,0.00,11.90,15.29,0.88,0.00,0,-3.05,40.88,1.04,-12.50,90,2.58,90.6097
154734,14.70,13.84,176,2797,29.00,13.13,0.00,12.04,15.29,0.88,0.00,0,-2.90,41.56,1.04,-12.50,90,2.58,90.8264
154806,14.59,13.84,176,2811,29.00,13.19,0.00,12.04,15.69,0.89,0.00,0,-2.76,41.84,1.04,-12.50,90,2.60,90.9363
154880,14.59,13.84,176,2818,28.50,13.23,0.00,12.19,15.69,0.90,0.00,0,-2.61,42.52,1.04,-12.50,90,2.60,91.0614
154952,14.70,13.84,176,2807,28.50,13.12,0.00,12.33,15.69,0.91,0.00,0,-2.47,42.24,1.04,-12.50,90,2.60,91.2567
155027,14.70,13.76,176,2808,28.00,13.17,0.00,12.48,15.69,0.92,0.00,0,-2.47,42.93,1.06,-12.50,90,2.62,91.3422
155100,14.70,13.84,176,2808,28.00,13.18,0.00,12.48,15.69,0.92,0.00,0,-2.32,42.80,1.06,-12.50,90,2.62,91.5375
155172,14.59,13.84,176,2817,27.50,13.18,0.00,12.62,15.69,0.93,0.00,0,-2.32,43.48,1.06,-12.50,90,2.62,91.5802
155245,14.59,13.84,176,2820,27.50,13.22,0.00,12.62,15.69,0.92,0.00,0,-2.18,43.33,1.06,-12.50,90,2.62,91.7358
155319,14.70,13.84,176,2813,27.00,13.80,0.00,12.77,15.69,0.94,0.00,0,-2.18,43.88,1.06,-12.50,90,2.64,91.8152
155392,14.70,13.84,176,2815,27.00,13.81,0.00,12.77,16.08,0.94,0.00,0,-2.03,43.74,1.06,-12.50,90,2.64,91.9067
155465,14.70,13.76,176,2822,27.00,13.85,0.00,12.77,16.08,0.95,0.00,0,-2.03,44.58,1.06,-12.50,90,2.64,91.9373
155539,14.70,13.76,176,2812,26.50,13.80,0.00,12.77,16.08,0.93,0.00,0,-2.03,44.16,1.06,-12.50,90,2.64,92.0197
155610,14.59,13.84,176,2804,27.00,13.78,0.00,12.91,16.08,0.95,0.00,0,-1.89,44.42,1.06,-12.50,90,2.64,92.1234
155685,14.70,13.84,176,2811,26.50,13.76,0.00,12.91,16.08,0.96,0.00,0,-1.89,44.58,1.06,-12.50,90,2.64,92.1539
155757,14.70,13.76,176,2813,26.50,13.79,0.00,12.91,16.08,0.95,0.00,0,-1.89,44.29,1.06,-12.50,90,2.64,92.2516
155831,14.70,13.76,176,2811,27.00,13.80,0.00,12.91,16.08,0.95,0.00,0,-1.89,44.43,1.06,-12.50,90,2.64,92.2485
155903,14.81,13.76,176,2809,26.50,13.78,0.00,13.06,16.08,0.95,0.00,0,-1.89,44.71,1.06,-12.50,90,2.66,92.3065
155976,14.70,13.76,176,2822,26.00,13.85,0.00,13.06,16.08,0.96,0.00,0,-1.74,45.17,1.06,-12.50,90,2.66,92.3859
156049,14.70,13.76,176,2826,26.50,13.87,0.00,13.06,16.08,0.95,0.00,0,-1.74,45.02,1.06,-12.50,90,2.66,92.3523
156123,14.59,13.84,176,2816,26.50,13.82,0.00,13.06,16.08,0.96,0.00,0,-1.74,45.02,1.06,-12.50,90,2.64,92.4347
156196,14.70,13.76,176,2828,26.50,13.83,0.00,13.06,16.08,0.96,0.00,0,-1.74,44.71,1.06,-12.50,90,2.66,92.4591
156269,14.70,13.76,176,2827,26.00,13.87,0.00,13.06,16.08,0.96,0.00,0,-1.74,45.02,1.06,-12.50,90,2.66,92.4927
156343,14.81,13.76,176,2828,26.00,14.47,0.00,13.06,16.08,0.97,0.00,0,-1.74,45.17,1.06,-12.50,90,2.66,92.4866
156415,14.59,13.84,176,2815,26.00,13.87,0.00,13.20,16.08,0.97,0.00,0,-1.74,45.47,1.06,-12.50,90,2.66,92.5201
156488,14.59,13.84,176,2809,26.00,13.81,0.00,13.20,16.08,0.97,0.00,0,-1.60,45.17,1.06,-12.50,90,2.66,92.5812
156561,14.70,13.76,176,2811,26.00,13.79,0.00,13.20,16.08,0.97,0.00,0,-1.60,45.32,1.06,-12.50,90,2.66,92.6331
156634,14.70,13.84,176,2808,26.00,13.78,0.00,13.20,16.08,0.97,0.00,0,-1.60,45.47,1.06,-12.50,90,2.66,92.5781
156707,14.70,13.84,176,2822,26.00,13.85,0.00,13.20,16.08,0.96,0.00,0,-1.60,45.32,1.06,-12.50,90,2.66,92.5903
156780,14.59,13.76,176,2818,26.00,13.83,0.00,13.20,16.08,0.96,0.00,0,-1.60,45.17,1.06,-12.50,90,2.66,92.6392
156853,14.59,13.84,176,2820,26.00,13.82,0.00,13.20,16.08,0.96,0.00,0,-1.60,45.47,1.06,-12.50,90,2.66,92.6208
156927,14.70,13.84,176,2838,26.00,14.44,0.00,13.20,16.08,0.98,0.00,0,-1.60,45.77,1.06,-12.50,90,2.66,92.6941
157000,14.81,13.84,176,2826,26.00,14.53,0.00,13.20,16.08,0.97,0.00,0,-1.60,45.92,1.06,-12.50,90,2.66,92.6666
157073,14.70,13.84,176,2821,26.00,14.47,0.00,13.20,16.08,0.98,0.00,0,-1.60,45.32,1.06,-12.50,90,2.66,92.7216
157147,14.70,13.76,176,2825,26.00,13.86,0.00,13.35,16.08,0.96,0.00,0,-1.60,45.32,1.06,-12.50,90,2.66,92.7155
157220,14.59,13.84,176,2809,25.50,14.38,0.00,13.20,16.08,0.98,0.00,0,-1.45,45.61,1.06,-12.50,90,2.66,92.7246
157293,14.70,13.84,176,2808,25.50,14.38,0.00,13.20,16.08,0.98,0.00,0,-1.60,45.92,1.06,-12.50,90,2.66,92.7277
157366,14.70,13.84,176,2816,26.00,13.82,0.00,13.35,16.08,0.97,0.00,0,-1.45,45.62,1.06,-12.50,90,2.66,92.7551
157439,14.59,13.84,176,2754,26.00,14.38,0.00,13.35,16.08,0.97,0.00,0,-1.45,45.61,1.06,-12.50,90,2.66,92.7673
157513,14.70,13.76,176,2814,26.00,13.83,0.00,13.35,16.08,0.97,0.00,0,-1.45,45.17,1.06,-12.50,90,2.66,92.7460
157586,14.70,13.84,176,2829,26.00,14.41,0.00,13.35,16.08,0.97,0.00,0,-1.45,45.32,1.06,-12.50,90,2.66,92.8040
157659,14.70,13.84,176,2820,26.00,14.48,0.00,13.35,16.08,0.97,0.00,0,-1.45,46.07,1.06,-12.50,90,2.68,92.8101
157731,14.70,13.84,176,2827,26.00,14.44,0.00,13.35,16.47,0.97,0.00,0,-1.45,45.62,1.06,-12.50,90,2.68,92.8314
157805,14.59,13.84,176,2833,25.50,14.50,0.00,13.35,16.08,0.99,0.00,0,-1.45,46.22,1.06,-12.50,90,2.66,92.9077
157878,14.70,13.84,176,2820,25.50,14.44,0.00,13.35,16.47,0.98,0.00,0,-1.45,45.77,1.06,-12.50,90,2.66,92.9077
157950,14.70,13.84,176,2820,25.50,14.44,0.00,13.35,16.47,0.98,0.00,0,-1.45,45.92,1.06,-12.50,90,2.68,92.9810
158024,14.70,13.84,176,2822,25.50,14.45,0.00,13.49,16.47,0.98,0.00,0,-1.31,45.92,1.06,-12.50,90,2.68,92.9565
158098,14.70,13.84,176,2810,25.50,14.38,0.00,13.49,16.47,0.98,0.00,0,-1.31,46.07,1.06,-12.50,90,2.66,93.0542
158170,14.70,13.84,176,2807,25.00,14.39,0.00,13.49,16.47,0.99,0.00,0,-1.31,46.22,1.06,-12.50,90,2.66,93.0206
158244,14.59,13.84,176,2808,25.50,14.37,0.00,13.49,16.47,0.98,0.00,0,-1.31,46.22,1.06,-12.50,90,2.68,92.9993
158317,14.70,13.84,176,2806,25.00,14.38,0.00,13.49,16.47,0.98,0.00,0,-1.31,46.37,1.06,-12.50,90,2.68,93.0603
158390,14.70,13.84,176,2811,25.00,14.36,0.00,13.49,16.47,0.99,0.00,0,-1.31,46.81,1.06,-12.50,90,2.68,93.0573
158463,14.70,13.76,176,2806,25.00,14.36,0.00,13.49,16.47,1.00,0.00,0,-1.31,46.51,1.06,-12.50,90,2.68,93.1244
158536,14.70,13.76,176,2820,25.00,14.44,0.00,13.49,16.47,1.00,0.00,0,-1.31,46.22,1.06,-12.50,90,2.68,93.1183
158609,14.59,13.84,176,2816,25.00,14.42,0.00,13.49,16.47,0.99,0.00,0,-1.31,46.67,1.08,-12.50,90,2.68,93.2098
158682,14.70,13.84,176,2820,25.00,14.44,0.00,13.49,16.47,1.00,0.00,0,-1.31,46.97,1.08,-12.50,90,2.68,93.1702
158754,14.59,13.84,176,2877,25.00,14.44,0.00,13.49,16.47,1.00,0.00,0,-1.31,46.51,1.08,-12.50,90,2.68,93.1885
158829,14.59,13.84,176,2811,25.00,14.40,0.00,13.64,16.47,1.00,0.00,0,-1.31,47.10,1.08,-12.50,90,2.68,93.2037
158901,14.70,13.76,176,2821,25.00,14.39,0.00,13.64,16.47,1.01,0.00,0,-1.16,46.81,1.08,-12.50,90,2.68,93.2068
158975,14.70,13.76,176,2806,25.00,14.44,0.00,13.64,16.47,1.01,0.00,0,-1.16,46.96,1.08,-12.50,90,2.68,93.2892
159048,14.59,13.84,176,2792,25.00,14.89,0.00,13.64,16.47,1.00,0.00,0,-1.16,47.09,1.08,-12.50,90,2.68,93.2953
159121,14.59,13.76,176,2804,24.50,14.95,0.00,13.64,16.47,1.00,0.00,0,-1.16,47.25,1.08,-12.50,90,2.68,93.3075
159194,14.59,13.84,176,2809,25.00,14.38,0.00,13.64,16.47,0.99,0.00,0,-1.16,46.23,1.08,-12.50,90,2.68,93.2709
159267,14.59,13.76,176,2798,25.00,14.33,0.00,13.64,16.47,0.99,0.00,0,-1.16,46.80,1.08,-12.50,90,2.68,93.3258
159341,14.70,13.84,176,2804,24.50,14.31,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.80,1.06,-12.50,90,2.68,93.3807
159414,14.70,13.84,176,2820,24.50,14.36,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.97,1.08,-12.50,90,2.68,93.3533
159487,14.70,13.76,176,2808,25.00,14.44,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.70,1.08,-12.50,90,2.68,93.3807
159559,14.70,13.84,176,2811,24.50,14.38,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.55,1.08,-12.50,90,2.68,93.3380
159633,14.70,13.76,176,2817,25.00,14.39,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.55,1.08,-12.50,90,2.68,93.4021
159706,14.70,13.84,176,2809,25.00,14.38,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.69,1.08,-12.50,90,2.68,93.3838
159779,14.59,13.76,176,2810,24.50,14.99,0.00,13.64,16.47,1.01,0.00,0,-1.16,46.81,1.08,-12.50,90,2.68,93.3502
159851,14.59,13.84,176,2813,25.00,14.40,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.70,1.08,-12.50,90,2.68,93.4387
159925,14.70,13.76,176,2818,25.00,14.43,0.00,13.64,16.47,1.00,0.00,0,-1.16,47.12,1.08,-12.50,90,2.68,93.3777
159998,14.59,13.76,176,2793,25.00,14.33,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.81,1.08,-12.50,90,2.68,93.4021
160072,14.70,13.84,176,2798,25.00,14.30,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.51,1.08,-12.50,90,2.68,93.3624
160144,14.70,13.84,176,2802,25.00,14.33,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.67,1.08,-12.50,90,2.68,93.4387
160218,14.70,13.76,176,2791,25.00,14.35,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.67,1.08,-12.50,88,2.68,93.4387
160289,14.70,13.84,176,2794,25.00,14.31,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.26,1.08,-12.50,88,2.68,93.4814
160364,14.70,13.76,176,2799,25.00,14.33,0.00,13.78,16.47,0.99,0.00,0,-1.16,46.82,1.06,-12.50,90,2.68,93.4692
160436,14.70,13.76,176,2795,24.50,14.91,0.00,13.64,16.47,1.01,0.00,0,-1.16,46.81,1.08,-12.50,90,2.68,93.4113
160510,14.59,13.84,176,2813,25.00,14.40,0.00,13.64,16.47,0.99,0.00,0,-1.16,46.44,1.08,-12.50,88,2.68,93.4387
160583,14.59,13.84,176,2809,24.50,14.38,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.70,1.08,-12.50,88,2.68,93.4631
160655,14.70,13.76,176,2815,24.50,14.97,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.83,1.08,-12.50,88,2.68,93.4235
160727,14.70,13.76,176,2815,25.00,14.41,0.00,13.64,16.47,1.00,0.00,0,-1.02,46.57,1.08,-12.50,90,2.68,93.4692
160801,14.70,13.84,176,2806,24.50,15.01,0.00,13.78,16.47,1.02,0.00,0,-1.16,46.70,1.08,-12.50,90,2.68,93.4723
160874,14.59,13.76,176,2812,25.00,14.36,0.00,13.64,16.47,1.00,0.00,0,-1.02,47.26,1.08,-12.50,88,2.68,93.4845
160947,14.59,13.76,176,2811,25.00,14.39,0.00,13.78,16.47,1.00,0.00,0,-1.16,46.84,1.08,-12.50,88,2.68,93.4723
161021,14.70,13.76,176,2783,24.50,14.25,0.00,13.78,16.47,1.01,0.00,0,-1.02,46.40,1.08,-12.50,88,2.68,93.4692
161094,14.70,13.84,176,2789,24.50,14.87,0.00,13.78,16.47,1.01,0.00,0,-1.02,46.82,1.06,-12.50,88,2.68,93.5303
161167,14.70,13.84,176,2793,25.00,14.30,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.70,1.08,-12.50,88,2.68,93.4753
161240,14.70,13.84,176,2781,24.50,14.28,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.69,1.08,-12.50,88,2.68,93.4998
161313,14.70,13.76,176,2799,24.50,14.83,0.00,13.78,16.47,1.01,0.00,0,-1.02,46.67,1.08,-12.50,88,2.68,93.5242
161386,14.81,13.76,176,2785,24.50,14.93,0.00,13.78,16.47,0.99,0.00,0,-1.02,46.52,1.08,-12.50,88,2.68,93.5303
161459,14.70,13.76,176,2798,25.00,14.26,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.73,1.08,-12.50,88,2.68,93.5089
161532,14.70,13.76,176,2793,25.00,14.33,0.00,13.78,16.47,1.02,0.00,0,-1.02,47.38,1.08,-12.50,88,2.70,93.5303
161606,14.81,13.76,176,2793,25.00,14.90,0.00,13.78,16.47,0.99,0.00,0,-1.02,46.69,1.08,-12.50,88,2.68,93.5608
161678,14.59,13.76,176,2802,25.00,14.94,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.84,1.08,-12.50,88,2.70,93.5242
161751,14.59,13.84,176,2811,24.50,14.99,0.00,13.78,16.47,1.01,0.00,0,-1.02,46.84,1.08,-12.50,88,2.70,93.4692
161825,14.70,13.84,176,2799,25.00,14.33,0.00,13.78,16.47,1.01,0.00,0,-1.02,46.57,1.08,-12.50,88,2.68,93.5089
161897,14.70,13.84,176,2804,25.00,14.95,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.58,1.08,-12.50,88,2.68,93.5577
161970,14.70,13.76,176,2799,25.00,14.36,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.58,1.08,-12.50,88,2.68,93.4692
162044,14.81,13.76,176,2804,25.00,14.93,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.58,1.08,-12.50,88,2.68,93.5181
162117,14.81,13.76,176,2796,25.00,14.35,0.00,13.78,16.47,1.01,0.00,0,-1.02,46.54,1.08,-12.50,88,2.68,93.4692
162190,14.70,13.76,176,2787,25.00,14.91,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.81,1.08,-12.50,88,2.68,93.4692
162263,14.59,13.76,176,2789,24.50,14.28,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.13,1.08,-12.50,88,2.66,93.4570
162336,14.70,13.76,176,2791,25.00,14.89,0.00,13.78,16.47,0.99,0.00,0,-1.02,46.83,1.08,-12.50,88,2.68,93.5303
162409,14.70,13.84,176,2786,25.00,14.26,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.53,1.08,-12.50,88,2.68,93.4570
162482,14.70,13.76,176,2791,24.50,14.89,0.00,13.78,16.47,1.01,0.00,0,-1.02,46.97,1.08,-12.50,88,2.68,93.4692
162555,14.59,13.76,176,2792,25.00,14.29,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.69,1.08,-12.50,88,2.68,93.4570
162628,14.59,13.76,176,2794,25.00,14.30,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.55,1.08,-12.50,88,2.68,93.4998
162701,14.70,13.68,176,2789,25.00,14.31,0.00,13.78,16.47,1.00,0.00,0,-1.02,46.41,1.08,-12.50,88,2.68,93.4692
162774,14.59,13.76,176,2795,25.00,14.28,0.00,13.78,16.47,1.01,0.00,0,-1.02,46.81,1.08,-12.50,88,2.68,93.4448
162847,14.59,13.68,176,2811,24.50,14.99,0.00,13.64,16.47,1.01,0.00,0,-1.02,46.55,1.08,-12.50,88,2.68,93.4692
162921,14.70,13.76,176,2804,25.00,14.36,0.00,13.78,16.47,1.00,0.00,0,-1.16,46.71,1.08,-12.50,88,2.68,93.4875
162994,14.59,13.76,176,2802,25.00,14.34,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.54,1.08,-12.50,88,2.68,93.4387
163067,14.70,13.76,176,2810,25.00,14.39,0.00,13.78,16.47,0.99,0.00,0,-1.02,46.28,1.08,-12.50,88,2.68,93.4113
163140,14.59,13.76,176,2804,25.00,14.33,0.00,13.64,16.47,0.99,0.00,0,-1.16,46.13,1.08,-12.50,88,2.68,93.4235
163212,14.59,13.84,176,2808,25.00,14.35,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.41,1.08,-12.50,88,2.68,93.3807
163286,14.70,13.76,176,2802,25.00,14.38,0.00,13.64,16.47,1.00,0.00,0,-1.16,46.54,1.06,-12.50,88,2.68,93.4265
163358,14.59,13.76,176,2790,25.00,14.34,0.00,13.64,16.47,0.99,0.00,0,-1.16,46.22,1.06,-12.50,88,2.68,93.3502
163432,14.59,13.76,176,2792,25.00,14.28,0.00,13.64,16.47,1.00,0.00,0,-1.16,45.94,1.06,-12.50,88,2.66,93.2739
163505,14.59,13.84,176,2789,25.50,14.28,0.00,13.49,16.47,0.99,0.00,0,-1.16,45.78,1.06,-12.50,88,2.68,93.2831
163578,14.59,13.76,176,2793,25.00,14.90,0.00,13.49,16.08,0.98,0.00,0,-1.31,46.22,1.06,-12.50,88,2.66,93.2312
163651,14.70,13.84,176,2792,25.50,14.30,0.00,13.49,16.08,0.98,0.00,0,-1.31,45.77,1.06,-12.50,88,2.66,93.1213
163723,14.59,13.84,176,2795,25.50,14.31,0.00,13.49,16.08,0.98,0.00,0,-1.31,45.77,1.06,-12.50,88,2.66,93.1091
