Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Sensor Voltage (V),A/F Learning #1 (%),Intake Air Temperature (F),Mass Airflow Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
872828,14.93,13.68,176,2290,25.00,11.73,0.00,13.49,17.65,0.97,0.00,0,-1.45,37.17,1.12,-12.50,95,2.50,92.5507
872902,14.81,13.68,176,2328,25.00,11.92,0.00,13.49,17.65,0.97,0.00,0,-1.45,37.17,1.12,-12.50,95,2.52,92.7673
872976,15.04,13.68,176,2335,25.00,11.95,0.00,13.49,17.65,0.97,0.00,0,-1.45,37.65,1.12,-12.50,95,2.54,92.9840
873048,14.93,13.68,176,2326,25.00,12.08,0.00,13.64,17.65,0.97,0.00,0,-1.31,38.32,1.12,-12.50,95,2.52,93.2434
873121,14.81,13.68,176,2391,25.00,12.24,0.00,13.64,17.65,0.98,0.00,0,-1.31,38.86,1.12,-12.50,95,2.54,93.3014
873193,14.81,13.68,176,2436,25.00,12.24,0.00,13.64,17.65,0.98,0.00,0,-1.31,39.95,1.12,-12.50,95,2.56,93.4387
873266,14.70,13.68,176,2462,25.00,12.47,0.00,13.64,17.65,0.98,0.00,0,-1.31,39.99,1.12,-12.50,95,2.56,93.4082
873340,14.81,13.68,176,2470,25.00,12.61,0.00,13.64,17.65,0.98,0.00,0,-1.31,40.63,1.12,-12.50,95,2.58,93.4387
873413,14.81,13.68,176,2496,21.00,12.78,-4.00,13.64,17.25,0.99,0.00,0,-1.31,40.89,1.10,-12.50,95,2.58,93.3502
873485,14.81,13.60,176,2526,21.00,12.93,-4.00,13.64,17.25,0.99,0.00,0,-1.31,41.17,1.10,-12.50,95,2.58,93.3197
873559,14.70,13.68,176,2538,21.00,12.99,-4.00,13.64,16.86,0.98,0.00,0,-1.31,41.57,1.10,-12.50,95,2.60,93.2587
873632,14.70,13.60,176,2554,21.00,13.08,-4.00,13.49,16.47,0.98,0.00,0,-1.45,41.85,1.08,-12.50,95,2.58,93.1702
873705,14.70,13.68,176,2623,22.00,12.68,-4.00,13.35,16.47,0.96,0.00,0,-1.60,41.43,1.08,-12.50,95,2.58,92.8711
873779,14.70,13.68,176,2620,22.50,12.87,-4.00,12.91,15.29,0.94,0.00,0,-1.74,41.30,1.04,-12.50,95,2.60,92.5690
873852,14.81,13.68,176,2672,23.50,12.29,-4.00,12.33,14.51,0.91,0.00,0,-2.03,37.90,1.02,-12.50,95,2.52,91.8304
873925,14.59,13.76,176,2666,24.50,12.54,-4.00,12.04,13.73,0.84,0.00,0,-2.61,36.93,0.98,-12.50,95,2.50,90.9973
873997,14.59,13.68,176,2687,26.00,11.94,-4.00,11.61,13.33,0.83,0.00,0,-2.90,34.99,0.98,-12.50,95,2.46,90.0970
874070,14.81,13.68,176,2735,32.00,11.09,0.00,11.03,12.94,0.77,0.00,0,-3.34,34.51,0.98,-12.50,95,2.46,89.5081
874143,14.81,13.68,176,2700,32.00,10.95,0.00,10.88,12.94,0.76,0.00,0,-4.06,34.38,0.96,-12.50,95,2.46,88.9709
874216,14.81,13.68,176,2738,32.50,11.10,0.00,10.74,12.94,0.75,0.00,0,-4.21,34.38,0.96,-13.28,95,2.44,88.6322
874289,14.81,13.60,176,2815,33.00,11.18,0.00,10.45,12.55,0.74,0.00,0,-4.50,34.01,0.96,-13.28,95,2.44,87.9730
874362,14.81,13.68,176,2740,33.00,11.15,0.00,10.45,12.55,0.72,0.00,0,-4.50,33.66,0.96,-13.28,95,2.44,87.7045
874434,14.70,13.68,176,2796,33.50,10.77,0.00,10.01,12.16,0.71,0.00,0,-4.79,33.05,0.94,-13.28,95,2.42,87.3260
874509,14.59,13.68,176,2820,33.50,10.74,0.00,10.01,12.16,0.70,0.00,0,-4.93,32.56,0.94,-13.28,95,2.42,86.8835
874581,14.59,13.68,176,2832,34.00,10.23,0.00,9.87,12.16,0.69,0.00,0,-4.93,32.68,0.94,-15.62,95,2.42,86.4166
874655,14.70,13.68,176,2841,34.50,10.30,0.00,9.72,12.16,0.67,0.00,0,-5.08,31.98,0.94,-15.62,95,2.42,86.2701
874728,14.70,13.68,176,2864,34.50,10.38,0.00,9.58,12.16,0.67,0.00,0,-5.37,32.09,0.94,-15.62,95,2.40,85.8856
874800,14.81,13.68,176,2862,34.50,10.38,0.00,9.58,12.16,0.67,0.00,0,-5.37,31.98,0.94,-15.62,95,2.40,85.5957
874874,14.93,13.68,176,2876,35.00,9.82,0.00,9.43,12.16,0.66,0.00,0,-5.51,31.54,0.94,-15.62,95,2.40,85.3333
874947,14.59,13.68,176,2909,35.50,10.48,0.00,9.43,12.16,0.66,0.00,0,-5.51,31.54,0.94,-15.62,95,2.40,85.1440
875020,14.59,13.68,176,2927,35.50,9.93,0.00,9.29,12.16,0.65,0.00,0,-5.66,31.43,0.94,-15.62,95,2.40,84.9365
875092,14.59,13.68,176,2934,35.50,9.99,0.00,9.14,12.16,0.65,0.00,0,-5.66,31.87,0.94,-15.62,95,2.40,84.7900
875166,14.59,13.68,176,2941,35.50,10.01,0.00,9.14,11.76,0.64,0.00,0,-5.80,31.34,0.94,-15.62,95,2.40,84.6954
875239,14.70,13.68,176,2946,35.50,10.04,0.00,9.14,12.16,0.64,0.00,0,-5.80,31.34,0.94,-15.62,95,2.40,84.5947
875312,14.59,13.76,176,2969,36.50,10.13,0.00,9.14,12.16,0.64,0.00,0,-5.80,30.88,0.94,-15.62,95,2.40,84.5062
875385,14.59,13.68,176,2963,35.50,10.11,0.00,9.00,12.16,0.64,0.00,0,-5.95,31.23,0.94,-15.62,95,2.38,84.4086
875458,14.59,13.68,176,2981,36.50,10.17,0.00,9.00,12.16,0.63,0.00,0,-5.95,31.10,0.94,-15.62,95,2.40,84.3567
875532,14.59,13.68,176,3006,36.50,10.26,0.00,9.00,11.76,0.62,0.00,0,-5.95,31.11,0.94,-15.62,95,2.38,84.2682
875605,14.59,13.68,176,2962,36.00,10.19,0.00,9.00,11.76,0.62,0.00,0,-5.95,30.99,0.94,-15.62,95,2.38,84.2224
875678,14.70,13.76,176,3014,36.50,9.68,0.00,9.00,12.16,0.62,0.00,0,-5.95,30.77,0.94,-15.62,95,2.38,84.0851
875751,14.59,13.68,176,3007,36.50,10.29,0.00,8.85,11.76,0.63,0.00,0,-5.95,30.77,0.94,-15.62,95,2.38,84.1309
875823,14.59,13.68,176,3056,36.50,10.26,0.00,8.85,12.16,0.61,0.00,0,-6.09,30.77,0.94,-15.62,95,2.38,84.0424
875896,14.59,13.68,176,3035,36.50,9.78,0.00,8.85,12.16,0.61,0.00,0,-6.09,30.99,0.94,-15.62,95,2.38,83.9447
875970,14.59,13.68,176,3042,36.50,9.74,0.00,8.85,11.76,0.61,0.00,0,-6.09,30.88,0.94,-15.62,95,2.38,83.9447
876043,14.70,13.68,176,3078,37.00,9.85,0.00,8.85,12.16,0.60,0.00,0,-6.09,30.88,0.94,-15.62,95,2.38,83.9447
876115,14.59,13.68,176,3057,36.50,9.78,0.00,8.85,12.16,0.61,0.00,0,-6.09,31.10,0.94,-15.62,95,2.38,83.8928
876190,14.59,13.68,176,3032,36.50,9.82,0.00,8.85,11.76,0.61,0.00,0,-6.09,31.23,0.94,-15.62,95,2.40,83.8928
876263,14.59,13.68,176,3080,37.00,9.91,0.00,8.85,12.16,0.60,0.00,0,-6.09,31.33,0.94,-15.62,95,2.38,83.9447
876336,14.59,13.68,176,3109,36.50,9.86,0.00,8.85,11.76,0.61,0.00,0,-6.09,31.34,0.94,-15.62,95,2.38,83.8928
876408,14.59,13.68,176,3105,37.00,9.95,0.00,8.85,12.16,0.61,0.00,0,-6.09,31.34,0.94,-15.62,95,2.40,83.9447
876481,14.59,13.68,176,3104,37.00,9.94,0.00,8.85,12.16,0.61,0.00,0,-6.09,31.54,0.94,-15.62,95,2.40,84.0393
876554,14.70,13.68,176,3143,37.00,10.06,0.00,9.00,12.16,0.62,0.00,0,-6.09,32.09,0.94,-15.62,95,2.40,84.1614
876628,14.70,13.68,176,3125,36.50,10.67,0.00,9.00,12.55,0.62,0.00,0,-5.95,32.45,0.96,-15.62,95,2.42,84.2896
876701,14.59,13.60,176,3155,36.50,10.77,0.00,9.14,12.55,0.62,0.00,0,-5.80,32.56,0.96,-15.62,95,2.42,84.4940
876774,14.59,13.68,176,3148,36.50,10.75,0.00,9.14,12.94,0.63,0.00,0,-5.80,33.29,0.96,-15.62,95,2.44,84.6527
876847,14.70,13.68,176,3162,36.50,10.82,0.00,9.29,12.94,0.64,0.00,0,-5.66,33.54,0.96,-15.62,95,2.44,84.8114
876920,14.59,13.60,176,3191,36.50,10.79,0.00,9.43,12.94,0.65,0.00,0,-5.66,34.01,0.98,-15.62,95,2.44,84.9274
876994,14.70,13.60,176,3194,36.00,10.89,0.00,9.43,12.94,0.65,0.00,0,-5.51,34.27,0.98,-15.62,95,2.46,85.0800
877067,14.59,13.60,176,3188,36.50,10.90,0.00,9.43,13.33,0.65,0.00,0,-5.51,34.38,0.98,-15.62,95,2.46,85.2081
877139,14.59,13.60,176,3216,36.50,10.88,0.00,9.58,13.33,0.64,0.00,0,-5.51,34.38,0.98,-15.62,95,2.46,85.2783
877213,14.70,13.60,176,3206,36.50,10.94,0.00,9.58,13.33,0.65,0.00,0,-5.37,34.75,0.98,-15.62,95,2.46,85.2783
877287,14.81,13.68,176,3226,36.50,11.01,0.00,9.58,13.33,0.65,0.00,0,-5.37,35.24,0.98,-15.62,95,2.48,85.3180
877359,14.81,13.60,176,3240,36.50,11.06,0.00,9.58,13.33,0.65,0.00,0,-5.37,35.24,0.98,-15.62,95,2.48,85.2783
877433,14.70,13.68,176,3242,36.50,11.07,0.00,9.58,13.33,0.65,0.00,0,-5.37,35.35,0.98,-15.62,97,2.46,85.2783
877505,14.70,13.60,176,3256,36.50,11.14,0.00,9.58,13.33,0.65,0.00,0,-5.37,34.88,0.98,-15.62,97,2.46,85.2783
877578,14.81,13.60,176,3279,36.50,11.11,0.00,9.43,13.33,0.65,0.00,0,-5.37,35.23,0.98,-15.62,95,2.48,85.2783
877652,14.70,13.60,176,3276,36.50,11.19,0.00,9.58,13.33,0.65,0.00,0,-5.51,35.35,0.98,-15.62,95,2.48,85.2783
877725,14.70,13.60,176,3299,36.50,11.18,0.00,9.43,13.33,0.65,0.00,0,-5.37,35.23,0.98,-15.62,97,2.48,85.1990
877797,14.70,13.68,176,3310,36.50,11.26,0.00,9.43,13.33,0.65,0.00,0,-5.51,35.35,0.98,-15.62,97,2.48,85.2386
877871,14.70,13.60,176,3302,36.50,11.27,0.00,9.43,13.33,0.64,0.00,0,-5.51,35.60,0.98,-15.62,97,2.48,85.2386
877944,14.70,13.68,176,3330,37.00,11.37,0.00,9.43,10.98,0.64,0.00,0,-5.51,35.23,0.82,-15.62,97,2.48,85.1196
878016,14.81,13.60,176,3312,38.50,9.89,0.00,7.69,0.00,0.53,0.00,0,-7.25,21.51,0.54,-15.62,97,1.90,79.6692
878090,13.09,13.68,176,3230,38.00,0.00,0.00,5.51,0.00,0.34,0.00,0,-9.43,10.36,0.54,-14.84,97,1.78,74.7528
878164,13.44,13.68,176,3024,34.00,0.00,0.00,4.21,0.00,0.27,0.00,0,-10.30,13.23,0.54,-14.84,97,1.94,73.2971
878237,15.96,13.68,176,2904,30.50,0.00,0.00,3.92,0.00,0.25,0.00,0,-10.74,10.16,0.54,-14.84,97,1.62,72.8607
878309,20.79,13.68,176,2757,27.00,0.00,0.00,3.77,0.00,0.20,0.00,0,-11.03,9.28,0.54,-14.84,97,1.60,72.0276
878382,19.29,13.68,176,2600,25.00,0.00,0.00,3.77,0.00,0.26,0.00,0,-11.17,11.77,0.54,-14.84,97,1.88,71.6339
878456,21.82,13.76,176,2477,18.50,0.00,0.00,3.77,0.00,0.28,0.00,0,-11.17,10.13,0.54,-14.84,97,1.52,71.1884
878528,23.54,13.76,176,2324,16.00,0.00,0.00,3.77,0.00,0.21,0.00,0,-11.17,8.20,0.54,-14.84,97,1.80,70.8069
878602,25.38,13.68,176,2183,15.50,0.00,0.00,3.77,0.00,0.25,0.00,0,-11.17,9.07,0.54,-14.84,97,1.48,70.3583
878675,25.38,13.76,176,2013,15.50,0.00,0.00,3.92,0.00,0.27,0.00,0,-11.03,9.04,0.54,-14.84,97,1.74,70.0012
878748,24.23,13.76,176,1918,15.50,0.00,0.00,3.92,0.00,0.25,0.00,0,-11.03,7.83,0.54,-14.84,97,1.50,70.0012
878821,23.66,13.68,176,1611,15.00,0.00,0.00,4.21,0.39,0.29,0.00,0,-10.88,8.31,0.56,-14.84,97,1.68,70.0012
878895,23.66,13.68,176,1470,15.00,0.00,0.00,4.50,1.96,0.39,0.00,0,-10.74,9.66,0.62,-14.84,97,1.72,69.8120
878967,23.66,13.68,176,1333,15.00,4.08,0.00,4.93,3.14,0.41,0.00,0,-10.45,9.13,0.66,-14.84,97,1.64,69.3329
879041,23.89,13.68,176,1280,17.50,3.28,0.00,5.51,5.10,0.42,0.00,0,-10.01,9.26,0.72,-14.84,97,1.72,69.4916
879114,23.77,13.68,176,1322,21.00,3.95,0.00,6.24,5.49,0.50,0.00,0,-9.43,11.09,0.72,-14.84,97,1.80,71.2830
879186,23.89,13.68,176,1408,26.00,3.90,0.00,6.53,5.88,0.51,0.00,0,-8.42,11.88,0.74,-14.84,97,1.84,72.6807
879259,23.54,13.68,176,1576,29.00,4.03,0.00,6.96,5.88,0.46,0.00,0,-7.98,12.37,0.74,-14.84,97,1.86,74.9268
879332,19.64,13.68,176,1800,33.00,4.61,0.00,6.96,6.67,0.45,0.00,0,-7.98,13.02,0.76,-14.84,97,1.88,75.9308
879405,14.36,13.68,176,2005,36.00,5.19,0.00,6.82,7.06,0.43,0.00,0,-8.13,13.85,0.78,-14.84,97,1.90,75.9430
879478,14.70,13.68,176,2346,37.00,5.16,0.00,6.53,8.24,0.39,0.00,0,-8.27,14.32,0.80,-14.84,97,1.94,75.8698
879551,15.16,13.68,176,2333,37.50,6.01,0.00,6.67,8.63,0.44,0.00,0,-8.42,18.65,0.82,-14.84,97,2.08,75.8026
879626,15.27,13.68,176,2248,37.50,6.97,0.00,7.11,9.02,0.52,0.00,0,-8.27,19.50,0.84,-14.84,97,2.08,76.4343
879698,15.62,13.68,176,2300,37.00,6.87,0.00,7.25,9.80,0.50,0.00,0,-7.84,19.35,0.86,-14.84,97,2.10,77.6367
879771,15.39,13.68,176,2270,36.50,7.27,0.00,7.55,10.20,0.56,0.00,0,-7.40,21.23,0.88,-15.62,97,2.16,78.1769
879844,13.44,13.68,176,2286,35.50,6.83,0.00,7.98,11.37,0.59,0.00,0,-6.96,22.51,0.92,-15.62,97,2.20,79.8309
879917,14.01,13.68,176,2294,34.00,8.32,0.00,8.27,11.76,0.66,0.00,0,-6.67,24.32,0.92,-15.62,97,2.24,81.2042
879989,14.36,13.68,176,2248,33.00,8.28,0.00,8.85,12.16,0.67,0.00,0,-6.09,25.57,0.94,-15.62,97,2.26,82.8156
880063,14.13,13.68,176,2274,32.50,8.38,0.00,9.58,12.55,0.71,0.00,0,-5.80,26.82,0.96,-15.62,97,2.30,83.6365
880136,14.01,13.60,176,2331,31.50,8.25,0.00,9.72,12.94,0.72,0.00,0,-5.37,27.66,0.96,-15.62,97,2.32,84.7748
880208,14.36,13.68,178,2291,32.00,8.45,0.00,10.01,12.94,0.74,0.00,0,-5.22,28.28,0.96,-15.62,97,2.32,85.0372
880283,14.36,13.60,178,2330,31.00,8.80,0.00,10.16,12.94,0.73,0.00,0,-4.93,28.38,0.96,-15.62,97,2.32,85.7513
880355,14.70,13.68,178,2301,30.50,8.84,0.00,10.30,12.94,0.76,0.00,0,-4.79,28.70,0.96,-15.62,97,2.34,85.8002
880428,14.70,13.68,178,2339,31.50,8.98,0.00,10.30,12.94,0.73,0.00,0,-4.64,28.69,0.98,-15.62,97,2.32,86.3831
880501,14.81,13.68,178,2308,30.50,9.35,0.00,10.45,13.33,0.77,0.00,0,-4.50,29.57,0.98,-15.62,97,2.36,86.4502
880574,14.81,13.60,178,2342,31.00,8.99,0.00,10.45,13.33,0.75,0.00,0,-4.50,29.24,0.98,-15.62,97,2.34,86.8683
880646,14.81,13.68,178,2341,30.50,9.46,0.00,10.59,13.33,0.79,0.00,0,-4.35,30.11,0.98,-15.62,97,2.38,87.0331
880721,15.04,13.68,178,2353,30.50,9.49,0.00,10.74,13.73,0.77,0.00,0,-4.21,30.13,0.98,-15.62,97,2.36,87.5641
880793,14.70,13.60,178,2344,30.50,9.54,0.00,10.88,13.73,0.79,0.00,0,-4.21,30.88,1.00,-15.62,97,2.38,87.5244
880866,14.81,13.68,178,2356,30.00,9.50,0.00,11.03,14.12,0.79,0.00,0,-4.06,31.65,1.00,-15.62,97,2.40,88.0859
880940,14.81,13.60,178,2364,30.00,10.05,0.00,11.17,14.12,0.81,0.00,0,-3.92,31.87,1.00,-14.84,97,2.42,88.2721
881012,14.93,13.68,178,2381,29.50,10.16,0.00,11.32,14.90,0.82,0.00,0,-3.77,32.56,1.02,-14.84,97,2.42,88.9008
881086,15.04,13.60,178,2370,28.50,10.62,0.00,11.61,14.90,0.85,0.00,0,-3.34,33.42,1.04,-14.84,97,2.44,89.2090
881158,14.93,13.68,178,2397,28.50,10.74,0.00,11.75,15.69,0.86,0.00,0,-3.19,34.27,1.04,-14.84,97,2.46,89.9261
881231,14.81,13.60,178,2378,27.50,11.16,0.00,11.90,15.69,0.89,0.00,0,-3.05,34.99,1.04,-12.50,97,2.48,90.3931
881304,14.70,13.68,178,2382,28.00,11.41,0.00,12.04,15.69,0.88,0.00,0,-2.90,35.23,1.06,-12.50,97,2.48,90.7745
881377,14.47,13.68,178,2434,27.00,11.18,0.00,12.48,16.08,0.91,0.00,0,-2.76,35.84,1.06,-12.50,97,2.48,91.1621
881451,14.47,13.68,178,2414,27.50,11.42,0.00,12.48,16.08,0.91,0.00,0,-2.47,36.69,1.06,-12.50,97,2.50,91.3727
881523,14.47,13.68,178,2436,27.00,11.33,0.00,12.62,16.08,0.91,0.00,0,-2.47,37.18,1.06,-12.50,97,2.50,91.6870
881597,14.47,13.68,178,2437,26.50,11.96,0.00,12.62,16.47,0.92,0.00,0,-2.32,37.53,1.06,-12.50,97,2.52,91.7267
881670,14.47,13.60,178,2447,26.50,12.01,0.00,12.77,16.47,0.92,0.00,0,-2.18,37.65,1.06,-12.50,97,2.52,91.9586
881743,14.59,13.68,178,2445,26.50,12.00,0.00,12.77,16.47,0.93,0.00,0,-2.18,37.90,1.06,-12.50,97,2.52,92.0288
881816,14.59,13.68,178,2468,26.50,12.11,0.00,12.91,16.47,0.93,0.00,0,-2.03,38.43,1.06,-12.50,97,2.54,92.1509
881889,14.81,13.68,178,2475,26.50,12.17,0.00,12.91,16.47,0.94,0.00,0,-2.03,38.43,1.06,-12.50,97,2.54,92.1783
881962,14.70,13.68,178,2484,26.50,12.14,0.00,12.91,16.47,0.94,0.00,0,-2.03,38.43,1.06,-12.50,97,2.54,92.2699
882035,14.59,13.68,178,2509,26.50,12.19,0.00,12.91,16.47,0.94,0.00,0,-2.03,38.84,1.06,-12.50,97,2.54,92.3004
882107,14.70,13.68,178,2482,22.50,11.78,-4.00,13.06,16.47,0.94,0.00,0,-2.03,39.39,1.06,-12.50,97,2.56,92.3309
882182,14.70,13.68,178,2528,22.00,12.18,-4.00,13.06,16.47,0.94,0.00,0,-1.89,39.53,1.06,-12.50,97,2.56,92.4194
882254,14.70,13.68,178,2507,22.50,12.30,-4.00,13.06,16.47,0.95,0.00,0,-1.89,39.39,1.06,-12.50,97,2.56,92.4500
882327,14.59,13.68,178,2557,22.50,12.00,-4.00,13.06,16.47,0.93,0.00,0,-1.89,39.79,1.06,-12.50,97,2.56,92.4805
882400,14.70,13.60,178,2518,22.00,12.89,-4.00,13.06,16.47,0.95,0.00,0,-1.89,40.07,1.06,-12.50,97,2.56,92.4805
882474,14.81,13.68,178,2556,22.50,12.54,-4.00,13.06,16.47,0.95,0.00,0,-1.89,40.34,1.08,-12.50,97,2.56,92.5110
882547,14.70,13.68,178,2516,22.50,12.47,-4.00,13.06,16.47,0.95,0.00,0,-1.89,40.20,1.06,-12.50,97,2.56,92.5110
882619,14.70,13.68,178,2570,22.50,12.66,-4.00,13.06,16.08,0.93,0.00,0,-1.89,39.93,1.06,-12.50,97,2.56,92.4194
882693,14.70,13.60,178,2582,23.00,12.61,-4.00,12.91,15.69,0.92,0.00,0,-1.89,39.39,1.06,-12.50,97,2.54,92.2699
882766,14.81,13.68,178,2583,23.50,12.67,-4.00,12.77,15.69,0.92,0.00,0,-2.03,39.25,1.04,-12.50,97,2.54,92.0593
882840,14.81,13.68,178,2597,23.50,12.12,-4.00,12.62,15.29,0.90,0.00,0,-2.18,39.12,1.04,-12.50,97,2.54,91.8945
882912,14.81,13.68,178,2607,24.50,11.68,-4.00,12.48,14.90,0.89,0.00,0,-2.32,38.04,1.04,-12.50,97,2.52,91.6534
882985,14.81,13.68,178,2612,25.00,12.26,-4.00,12.33,14.90,0.87,0.00,0,-2.61,37.53,1.02,-12.50,97,2.52,91.2994
883058,14.93,13.68,178,2634,25.50,11.80,-4.00,12.19,14.90,0.85,0.00,0,-2.76,37.41,1.02,-12.50,97,2.52,91.0004
883130,14.93,13.68,178,2641,26.00,11.76,-4.00,12.04,14.51,0.85,0.00,0,-2.90,37.17,1.02,-12.50,97,2.50,90.7898
883203,14.81,13.68,178,2628,26.00,11.83,-4.00,11.90,14.12,0.82,0.00,0,-3.05,36.80,1.00,-12.50,97,2.50,90.4114
883276,14.81,13.68,178,2653,26.50,11.21,-4.00,11.61,14.12,0.84,0.00,0,-3.19,36.07,1.00,-12.50,97,2.50,90.2100
883350,14.70,13.68,178,2642,27.00,11.32,-4.00,11.46,14.12,0.81,0.00,0,-3.34,35.35,1.00,-12.50,97,2.48,89.9689
883423,14.70,13.68,178,2667,27.00,11.27,-4.00,11.32,13.73,0.80,0.00,0,-3.48,35.60,0.98,-12.50,97,2.48,89.6545
883496,14.70,13.60,178,2663,27.50,11.36,-4.00,11.17,13.73,0.79,0.00,0,-3.63,35.10,0.98,-12.50,99,2.48,89.3921
883569,14.81,13.68,178,2694,32.00,11.49,0.00,11.17,13.73,0.78,0.00,0,-3.77,34.63,0.98,-12.50,99,2.46,89.3188
883642,14.81,13.60,178,2676,31.50,11.42,0.00,11.03,13.33,0.78,0.00,0,-3.92,34.51,0.98,-12.50,99,2.46,89.0106
883715,14.59,13.68,178,2704,32.00,10.96,0.00,10.88,13.33,0.76,0.00,0,-4.06,33.78,0.98,-12.50,99,2.46,88.8000
883789,14.59,13.60,178,2710,32.00,10.93,0.00,10.74,12.94,0.75,0.00,0,-4.21,33.78,0.96,-13.28,99,2.44,88.4399
883861,14.59,13.68,178,2714,33.00,10.41,0.00,10.45,12.94,0.73,0.00,0,-4.35,33.06,0.96,-13.28,99,2.42,88.0646
883935,14.70,13.68,178,2725,33.00,11.00,0.00,10.45,12.94,0.73,0.00,0,-4.50,32.69,0.96,-13.28,99,2.42,87.7838
884007,14.59,13.68,178,2723,33.00,10.46,0.00,10.30,12.55,0.72,0.00,0,-4.50,32.21,0.96,-13.28,99,2.42,87.4786
884081,14.70,13.68,178,2735,33.00,10.46,0.00,10.16,12.55,0.72,0.00,0,-4.64,31.76,0.94,-15.62,99,2.40,87.2009
884153,14.70,13.60,178,2727,33.50,10.47,0.00,10.01,12.55,0.70,0.00,0,-4.79,31.87,0.94,-15.62,99,2.40,86.9171
884227,14.59,13.60,178,2727,34.00,9.89,0.00,10.01,12.16,0.69,0.00,0,-4.93,31.43,0.94,-15.62,99,2.40,86.6577
884299,14.81,13.60,178,2736,34.00,9.92,0.00,9.87,12.16,0.69,0.00,0,-5.08,31.54,0.94,-15.62,99,2.40,86.3586
884373,14.81,13.68,178,2736,34.00,9.92,0.00,9.87,12.16,0.68,0.00,0,-5.08,30.99,0.94,-15.62,99,2.38,86.1115
884445,14.81,13.60,178,2750,34.00,9.97,0.00,9.72,12.16,0.68,0.00,0,-5.22,31.33,0.94,-15.62,99,2.38,85.9314
884519,14.81,13.60,178,2754,34.50,9.97,0.00,9.58,12.16,0.67,0.00,0,-5.37,30.77,0.92,-15.62,99,2.38,85.7605
884591,14.70,13.68,178,2771,34.50,9.99,0.00,9.58,11.76,0.67,0.00,0,-5.37,30.22,0.92,-15.62,99,2.36,85.4858
884664,14.70,13.60,178,2776,35.00,9.46,0.00,9.43,11.76,0.65,0.00,0,-5.37,30.12,0.92,-15.62,99,2.36,85.3851
884738,14.70,13.68,178,2778,35.00,10.07,0.00,9.43,11.76,0.65,0.00,0,-5.51,30.33,0.92,-15.62,99,2.36,85.2051
884810,14.70,13.68,178,2787,35.00,10.11,0.00,9.29,11.76,0.65,0.00,0,-5.51,29.79,0.92,-15.62,99,2.36,85.0372
884885,14.70,13.68,178,2783,35.50,9.50,0.00,9.29,11.76,0.64,0.00,0,-5.66,29.57,0.92,-15.62,99,2.36,84.9518
884957,14.59,13.68,178,2795,35.50,9.54,0.00,9.14,11.37,0.64,0.00,0,-5.80,29.90,0.92,-15.62,99,2.36,84.7565
885030,14.59,13.68,178,2799,35.50,9.54,0.00,9.14,11.37,0.63,0.00,0,-5.80,29.57,0.92,-15.62,99,2.34,84.6863
885103,14.59,13.68,178,2802,35.50,9.55,0.00,9.14,11.37,0.63,0.00,0,-5.80,29.79,0.92,-15.62,99,2.36,84.5184
885177,14.70,13.68,178,2804,35.50,9.57,0.00,9.00,11.37,0.62,0.00,0,-5.66,29.02,0.92,-15.62,100,2.36,84.3903
885250,14.70,13.68,178,2816,35.50,9.57,0.00,9.00,11.37,0.63,0.00,0,-5.80,29.13,0.92,-14.84,100,2.36,84.3445
885322,14.70,13.68,178,2797,36.00,9.61,0.00,9.00,11.37,0.63,0.00,0,-5.80,29.46,0.92,-14.84,100,2.34,84.2957
885396,14.70,13.68,178,2813,36.00,9.60,0.00,9.00,11.37,0.62,0.00,0,-5.80,29.02,0.92,-14.84,100,2.34,84.1461
885468,14.59,13.68,178,2807,36.00,9.58,0.00,8.85,11.37,0.62,0.00,0,-5.80,28.91,0.92,-14.84,100,2.34,83.9996
885542,14.59,13.68,178,2820,35.50,9.62,0.00,8.85,11.37,0.62,0.00,0,-5.95,29.35,0.92,-14.84,100,2.34,83.9996
885615,14.70,13.68,178,2818,36.00,9.62,0.00,8.85,11.37,0.61,0.00,0,-5.95,28.91,0.92,-14.84,100,2.34,83.9417
885688,14.59,13.68,178,2838,36.50,9.63,0.00,8.85,11.37,0.61,0.00,0,-5.95,28.70,0.92,-14.84,100,2.34,83.8867
885761,14.59,13.68,178,2840,36.00,9.69,0.00,8.85,11.37,0.61,0.00,0,-5.95,29.02,0.92,-14.84,100,2.34,83.8318
885834,14.70,13.68,178,2849,36.00,9.69,0.00,8.85,11.37,0.61,0.00,0,-5.95,29.13,0.92,-14.84,100,2.34,83.8318
885907,14.70,13.68,178,2844,36.50,9.73,0.00,8.85,11.37,0.61,0.00,0,-5.95,29.03,0.92,-14.84,100,2.34,83.6151
885980,14.59,13.68,178,2850,36.00,9.71,0.00,8.71,11.37,0.61,0.00,0,-5.95,28.59,0.92,-14.84,100,2.34,83.6151
886054,14.59,13.68,178,2847,36.50,9.72,0.00,8.71,11.37,0.61,0.00,0,-6.09,28.91,0.92,-14.84,100,2.34,83.6700
