Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),A/F Learning #1 (%)
351461,14.59,13.84,176,2874,74.90,38.00,8.59,30,0.00,7.84,10.20,73,0.52,0.00,0,0.0,-6.82,24.60,0.00,0.86,-3.91
351537,14.70,13.84,176,2874,74.90,38.00,8.59,30,0.00,7.84,9.80,73,0.52,0.00,0,0.0,-6.82,25.27,0.00,0.86,-3.91
351616,14.70,13.84,176,2876,74.90,38.00,8.59,30,0.00,7.84,10.20,73,0.52,0.00,0,0.0,-6.82,24.99,0.00,0.86,-3.91
351693,14.70,13.84,176,2859,74.90,38.00,8.54,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.82,24.89,0.00,0.86,-3.91
351771,14.70,13.84,176,2852,74.90,38.00,8.52,30,0.00,7.84,9.80,73,0.52,0.00,0,0.0,-6.96,24.80,0.00,0.86,-3.91
351850,14.70,13.84,176,2859,74.90,38.00,8.54,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.82,25.18,0.00,0.86,-3.91
351928,14.70,13.84,176,2869,74.90,38.00,8.57,30,0.00,7.69,10.20,73,0.52,0.00,0,0.0,-6.96,24.89,0.00,0.86,-3.91
352004,14.70,13.84,176,2873,74.90,38.00,8.58,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.69,0.00,0.86,-3.91
352083,14.70,13.84,176,2868,74.90,38.00,8.57,30,0.00,7.84,10.20,73,0.52,0.00,0,0.0,-6.96,24.69,0.00,0.86,-3.91
352161,14.70,13.84,176,2867,74.90,38.00,8.56,30,0.00,7.69,10.20,73,0.52,0.00,0,0.0,-6.96,24.69,0.00,0.86,-3.91
352238,14.70,13.84,176,2860,74.90,38.00,8.53,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.50,0.00,0.86,-3.91
352316,14.81,13.84,176,2856,74.90,38.00,8.53,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.89,0.00,0.86,-3.91
352394,14.70,13.84,176,2859,74.90,38.00,8.54,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.51,0.00,0.86,-3.91
352471,14.59,13.84,176,2870,74.90,38.00,8.57,30,0.00,7.69,9.80,73,0.53,0.00,0,0.0,-6.96,24.89,0.00,0.86,-3.91
352548,14.70,13.84,176,2866,74.90,38.00,8.56,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.89,0.00,0.86,-3.91
352627,14.70,13.84,176,2864,74.90,38.00,8.56,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.80,0.00,0.86,-3.91
352705,14.70,13.84,176,2850,74.90,38.00,8.51,30,0.00,7.69,10.20,73,0.52,0.00,0,0.0,-6.96,24.89,0.00,0.86,-3.91
352782,14.59,13.84,176,2854,74.90,38.00,8.52,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.60,0.00,0.86,-3.91
352861,14.70,13.84,176,2852,74.90,38.00,8.52,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.50,0.00,0.86,-3.91
352938,14.59,13.84,176,2854,74.90,38.00,8.52,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.80,0.00,0.86,-3.91
353016,14.70,13.84,176,2864,74.90,38.00,8.56,30,0.00,7.69,10.20,73,0.52,0.00,0,0.0,-6.96,24.79,0.00,0.86,-3.91
353094,14.59,13.84,176,2864,74.90,38.00,8.56,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.50,0.00,0.86,-3.91
353171,14.70,13.84,176,2867,74.90,38.00,8.56,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.69,0.00,0.86,-3.91
353248,14.59,13.84,176,2850,74.90,38.00,8.51,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.80,0.00,0.86,-4.69
353326,14.70,13.84,176,2850,74.90,38.00,8.51,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.60,0.00,0.86,-4.69
353403,14.59,13.84,176,2847,74.90,38.00,8.50,30,0.00,7.69,9.80,73,0.53,0.00,0,0.0,-6.96,24.89,0.00,0.86,-4.69
353482,14.70,13.84,176,2847,74.90,38.00,8.51,30,0.00,7.69,10.20,73,0.52,0.00,0,0.0,-6.96,24.89,0.00,0.86,-4.69
353560,14.70,13.84,176,2860,74.90,38.00,8.54,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.50,0.00,0.86,-4.69
353638,14.59,13.84,176,2861,74.90,38.00,8.55,30,0.00,7.69,9.80,73,0.52,0.00,0,0.0,-6.96,24.80,0.00,0.86,-4.69
353716,14.70,13.84,176,2860,74.90,38.00,8.54,30,0.00,7.69,10.20,73,0.54,0.00,0,0.0,-6.82,25.28,0.00,0.86,-4.69
353793,14.70,13.84,176,2861,74.90,38.00,8.55,30,0.00,7.84,10.20,73,0.53,0.00,0,0.0,-6.82,25.27,0.00,0.86,-4.69
353871,14.59,13.76,176,2848,74.90,38.00,8.51,30,0.00,7.84,10.20,73,0.54,0.00,0,0.0,-6.82,25.78,0.00,0.88,-4.69
353948,14.70,13.84,176,2846,74.90,38.00,9.11,30,0.00,7.98,10.59,73,0.55,0.00,0,0.0,-6.67,26.09,0.00,0.88,-4.69
354026,14.59,13.76,176,2845,74.90,37.50,9.10,30,0.00,8.13,10.98,73,0.57,0.00,0,0.0,-6.53,26.82,0.00,0.90,-4.69
354104,14.70,13.84,176,2856,74.90,37.00,9.14,30,0.00,8.27,11.37,73,0.59,0.00,0,0.0,-6.38,27.54,0.00,0.90,-4.69
354182,14.70,13.76,176,2852,74.90,36.50,9.13,30,0.00,8.56,11.37,73,0.61,0.00,0,0.0,-5.95,29.03,0.00,0.92,-4.69
354259,14.70,13.76,176,2857,74.90,36.50,9.75,30,0.00,8.71,12.16,73,0.63,0.00,0,0.0,-5.80,29.57,0.00,0.94,-4.69
354336,14.47,13.76,176,2856,74.90,35.50,9.75,30,0.00,8.85,12.55,73,0.66,0.00,0,0.0,-5.66,30.77,0.00,0.96,-4.69
354415,14.70,13.76,176,2843,74.90,35.50,10.31,30,0.00,9.29,12.94,73,0.66,0.00,0,0.0,-5.37,31.23,0.00,0.96,-4.69
354493,14.81,13.84,176,2847,74.90,34.50,10.33,30,0.00,9.43,13.33,73,0.68,0.00,0,0.0,-5.22,32.09,0.00,0.98,-4.69
354570,14.81,13.76,176,2844,74.90,34.00,10.92,30,0.00,9.72,13.73,73,0.70,0.00,0,0.0,-4.79,33.06,0.00,0.98,-4.69
354647,14.93,13.76,176,2847,74.90,34.00,10.93,30,0.00,9.87,13.73,73,0.71,0.00,0,0.0,-4.64,33.78,0.00,0.98,-4.69
354725,14.81,13.84,176,2858,74.90,34.00,10.97,30,0.00,10.01,13.73,73,0.72,0.00,0,0.0,-4.50,33.78,0.00,1.00,-4.69
354802,14.81,13.76,176,2855,74.90,33.50,10.96,30,0.00,10.16,14.12,73,0.73,0.00,0,0.0,-4.50,34.51,0.00,1.00,-4.69
354880,14.81,13.84,176,2860,74.90,33.50,11.59,30,0.00,10.30,14.12,73,0.73,0.00,0,0.0,-4.35,34.63,0.00,1.00,-4.69
354958,14.81,13.84,176,2848,74.90,33.00,11.54,30,0.00,10.45,14.12,73,0.74,0.00,0,0.0,-4.21,34.88,0.00,1.00,-4.69
355035,14.70,13.84,176,2843,74.90,33.00,11.52,30,0.00,10.59,14.51,73,0.75,0.00,0,0.0,-4.06,35.47,0.00,1.02,-4.69
355113,14.81,13.84,176,2842,74.90,33.00,11.52,30,0.00,10.59,14.51,73,0.76,0.00,0,0.0,-3.92,36.32,0.00,1.02,-4.69
355191,14.81,13.76,176,2848,74.90,32.50,12.15,30,0.00,10.88,14.51,73,0.77,0.00,0,0.0,-3.77,36.32,0.00,1.02,-4.69
355269,14.81,13.84,176,2858,74.90,32.00,12.19,30,0.00,11.03,14.90,73,0.77,0.00,0,0.0,-3.63,36.80,0.00,1.02,-3.12
355347,14.81,13.84,176,2861,74.90,32.00,12.21,30,0.00,11.03,14.90,73,0.79,0.00,0,0.0,-3.63,37.17,0.00,1.02,-3.12
355424,14.81,13.84,176,2864,74.90,32.00,12.22,30,0.00,11.17,14.90,73,0.79,0.00,0,0.0,-3.48,37.53,0.00,1.02,-3.12
355501,14.47,13.84,176,2861,74.90,32.00,12.21,30,0.00,11.17,14.90,73,0.79,0.00,0,0.0,-3.34,37.53,0.00,1.02,-3.12
355579,14.59,13.84,176,2854,74.90,32.00,12.17,30,0.00,11.32,14.90,73,0.80,0.00,0,0.0,-3.34,37.90,0.00,1.02,-3.12
355659,14.70,13.84,176,2848,74.90,31.50,12.15,30,0.00,11.46,14.90,73,0.81,0.00,0,0.0,-3.19,38.17,0.00,1.04,-3.12
355736,14.59,13.84,176,2854,74.90,31.50,12.78,30,0.00,11.46,14.90,73,0.81,0.00,0,0.0,-3.19,38.43,0.00,1.04,-3.12
355814,14.59,13.84,176,2866,74.90,31.50,12.84,30,0.00,11.61,15.29,73,0.82,0.00,0,0.0,-3.05,38.84,0.00,1.04,-3.12
355891,14.59,13.84,176,2864,74.90,31.00,12.83,30,0.00,11.61,15.29,73,0.82,0.00,0,0.0,-3.05,38.84,0.00,1.04,-3.12
355969,14.59,13.76,176,2864,74.90,31.00,12.82,30,0.00,11.61,15.29,73,0.82,0.00,0,0.0,-2.90,38.98,0.00,1.04,-3.91
356047,14.70,13.84,176,2858,74.90,31.00,12.80,30,0.00,11.75,15.29,73,0.83,0.00,0,0.0,-2.90,39.39,0.00,1.04,-3.91
356124,14.70,13.84,176,2857,74.90,31.00,12.80,30,0.00,11.75,15.29,73,0.83,0.00,0,0.0,-2.90,39.39,0.00,1.04,-3.91
356202,14.59,13.84,176,2859,74.90,31.00,12.81,30,0.00,11.75,14.90,73,0.80,0.00,0,0.0,-3.19,39.00,0.00,1.02,-3.91
356280,14.59,13.84,176,2859,74.90,32.00,12.20,30,0.00,11.46,13.73,73,0.74,0.00,0,0.0,-3.63,35.60,0.00,0.98,-3.91
356357,14.59,13.84,176,2871,74.90,33.00,11.64,30,0.00,11.03,12.94,73,0.72,0.00,0,0.0,-3.92,34.14,0.00,0.96,-4.69
356435,14.70,13.84,176,2870,74.90,34.00,11.01,30,0.00,10.74,12.16,73,0.69,0.00,0,0.0,-4.21,32.81,0.00,0.94,-4.69
356513,14.70,13.76,176,2868,74.90,35.00,10.40,30,0.00,10.16,12.16,73,0.66,0.00,0,0.0,-4.50,31.43,0.00,0.94,-4.69
356590,14.93,13.84,176,2855,74.90,35.00,10.35,30,0.00,9.87,11.76,73,0.64,0.00,0,0.0,-4.79,31.21,0.00,0.92,-4.69
356668,14.93,13.84,176,2860,74.90,35.50,10.37,30,0.00,9.72,11.76,73,0.63,0.00,0,0.0,-5.08,32.35,0.00,0.92,-4.69
356745,14.93,13.84,176,2854,74.90,35.50,9.74,30,0.00,9.58,11.37,73,0.63,0.00,0,0.0,-5.22,30.00,0.00,0.90,-4.69
356823,14.70,13.84,176,2864,74.90,36.50,9.75,30,0.00,9.43,10.98,73,0.60,0.00,0,0.0,-5.37,28.49,0.00,0.90,-4.69
356901,14.59,13.84,176,2867,74.90,36.50,9.79,30,0.00,9.14,10.98,73,0.59,0.00,0,0.0,-5.51,28.38,0.00,0.90,-4.69
356979,14.70,13.84,176,2872,74.90,37.00,9.19,30,0.00,9.00,10.98,73,0.58,0.00,0,0.0,-5.66,27.75,0.00,0.88,-4.69
357056,14.70,13.84,176,2872,74.90,37.00,9.19,30,0.00,8.85,10.59,73,0.57,0.00,0,0.0,-5.95,27.54,0.00,0.88,-4.69
357134,14.59,13.84,176,2854,74.90,37.00,9.74,30,0.00,8.71,10.59,73,0.57,0.00,0,0.0,-6.09,27.13,0.00,0.88,-4.69
357212,14.70,13.84,176,2857,74.90,37.50,9.14,30,0.00,8.56,10.59,73,0.57,0.00,0,0.0,-6.09,27.02,0.00,0.88,-4.69
357290,14.70,13.76,176,2840,74.90,37.50,9.09,30,0.00,8.56,10.20,73,0.56,0.00,0,0.0,-6.09,26.62,0.00,0.88,-4.69
357368,14.59,13.84,176,2858,74.90,38.00,9.15,30,0.00,8.42,10.20,73,0.54,0.00,0,0.0,-6.24,26.20,0.00,0.88,-4.69
357446,14.47,13.84,176,2862,74.90,38.00,8.55,30,0.00,8.27,10.20,73,0.54,0.00,0,0.0,-6.38,26.09,0.00,0.86,-4.69
357523,14.59,13.84,176,2864,74.90,38.00,8.56,30,0.00,8.27,10.20,73,0.55,0.00,0,0.0,-6.38,25.78,0.00,0.86,-4.69
357601,14.70,13.76,176,2861,74.90,38.00,8.55,30,0.00,8.27,10.20,73,0.53,0.00,0,0.0,-6.53,25.37,0.00,0.86,-4.69
357678,14.81,13.84,176,2847,74.90,38.00,8.51,30,0.00,8.13,10.20,73,0.53,0.00,0,0.0,-6.53,25.37,0.00,0.86,-4.69
357757,14.59,13.76,176,2842,74.90,38.00,8.49,30,0.00,7.98,10.20,73,0.54,0.00,0,0.0,-6.67,25.67,0.00,0.86,-4.69
357833,14.59,13.84,176,2842,74.90,38.00,8.49,30,0.00,7.98,10.20,73,0.54,0.00,0,0.0,-6.67,25.57,0.00,0.86,-4.69
357911,14.70,13.76,176,2842,74.90,38.00,8.49,30,0.00,7.98,10.20,73,0.54,0.00,0,0.0,-6.67,25.47,0.00,0.86,-4.69
357989,14.59,13.84,176,2858,74.90,38.00,8.54,30,0.00,7.98,10.20,73,0.54,0.00,0,0.0,-6.67,25.57,0.00,0.86,-4.69
358066,14.47,13.76,176,2856,74.90,38.00,8.53,30,0.00,7.98,10.20,73,0.53,0.00,0,0.0,-6.67,25.27,0.00,0.86,-4.69
358144,14.59,13.68,176,2855,74.90,38.00,8.53,30,0.00,7.98,10.20,73,0.54,0.00,0,0.0,-6.67,25.08,0.00,0.86,-4.69
358222,14.70,13.84,176,2841,74.90,38.00,8.48,30,0.00,7.98,10.20,73,0.53,0.00,0,0.0,-6.67,25.68,0.00,0.86,-4.69
358299,14.70,13.76,176,2835,74.90,38.00,8.47,30,0.00,7.98,10.20,73,0.55,0.00,0,0.0,-6.67,25.48,0.00,0.86,-4.69
358377,14.59,13.84,176,2834,74.90,38.00,8.46,30,0.00,7.98,10.20,73,0.54,0.00,0,0.0,-6.67,25.78,0.00,0.88,-4.69
358455,14.47,13.76,176,2835,74.90,38.00,8.47,30,0.00,7.98,10.20,73,0.54,0.00,0,0.0,-6.67,25.87,0.00,0.88,-4.69
358532,14.59,13.76,176,2850,74.90,37.50,8.47,30,0.00,7.98,10.20,73,0.56,0.00,0,0.0,-6.53,26.20,0.00,0.88,-4.69
358610,14.59,13.84,176,2850,74.90,37.50,9.12,30,0.00,8.13,10.59,73,0.56,0.00,0,0.0,-6.53,26.41,0.00,0.88,-4.69
358687,14.59,13.76,176,2852,74.90,37.00,9.12,30,0.00,8.27,10.98,73,0.57,0.00,0,0.0,-6.38,27.13,0.00,0.90,-4.69
358766,14.59,13.76,176,2852,74.90,37.00,9.13,30,0.00,8.42,10.98,73,0.59,0.00,0,0.0,-6.09,27.75,0.00,0.90,-5.47
358844,14.59,13.84,176,2841,74.90,36.50,9.09,30,0.00,8.56,11.37,73,0.60,0.00,0,0.0,-6.09,28.59,0.00,0.92,-5.47
358920,14.59,13.84,176,2833,74.90,36.00,9.66,30,0.00,8.56,11.37,73,0.61,0.00,0,0.0,-5.95,28.81,0.00,0.92,-5.47
358999,14.47,13.84,176,2829,74.90,36.00,9.66,30,0.00,8.85,11.37,73,0.60,0.00,0,0.0,-5.80,28.80,0.00,0.92,-5.47
359076,14.59,13.76,176,2829,74.90,36.00,9.66,30,0.00,8.85,11.76,73,0.60,0.00,0,0.0,-5.80,28.91,0.00,0.92,-5.47
359154,14.70,13.84,176,2842,74.90,36.00,9.70,30,0.00,8.85,11.76,73,0.62,0.00,0,0.0,-5.66,29.24,0.00,0.92,-5.47
359232,14.70,13.84,176,2846,74.90,36.00,9.72,30,0.00,9.00,11.76,73,0.62,0.00,0,0.0,-5.66,29.46,0.00,0.92,-5.47
359310,14.81,13.84,176,2847,74.90,36.00,9.71,30,0.00,9.00,11.76,73,0.63,0.00,0,0.0,-5.51,29.57,0.00,0.92,-5.47
359389,14.70,13.84,176,2845,74.90,35.50,9.71,30,0.00,9.14,12.16,73,0.64,0.00,0,0.0,-5.51,29.68,0.00,0.94,-5.47
359466,14.70,13.84,176,2834,74.90,35.50,9.67,30,0.00,9.14,12.16,73,0.64,0.00,0,0.0,-5.51,30.12,0.00,0.94,-5.47
359543,14.81,13.84,176,2830,74.90,35.50,10.26,30,0.00,9.14,12.16,73,0.64,0.00,0,0.0,-5.51,30.33,0.00,0.94,-5.47
359620,14.70,13.84,176,2832,74.90,35.50,10.27,30,0.00,9.29,12.16,73,0.65,0.00,0,0.0,-5.37,30.55,0.00,0.94,-5.47
359699,14.70,13.76,176,2829,74.90,35.50,10.26,30,0.00,9.29,12.16,73,0.64,0.00,0,0.0,-5.37,30.44,0.00,0.94,-5.47
359776,14.70,13.84,176,2838,74.90,35.00,10.27,30,0.00,9.29,12.16,73,0.64,0.00,0,0.0,-5.22,30.66,0.00,0.94,-5.47
359854,14.81,13.84,176,2838,74.90,35.00,10.29,30,0.00,9.43,12.16,73,0.66,0.00,0,0.0,-5.22,30.99,0.00,0.94,-5.47
359931,14.70,13.84,176,2841,74.90,35.50,10.30,30,0.00,9.43,12.16,73,0.65,0.00,0,0.0,-5.22,30.88,0.00,0.94,-5.47
360009,14.70,13.84,176,2844,74.90,35.50,10.31,30,0.00,9.43,12.16,73,0.64,0.00,0,0.0,-5.22,30.55,0.00,0.94,-5.47
360087,14.70,13.76,176,2845,74.90,35.50,10.32,30,0.00,9.43,12.16,73,0.64,0.00,0,0.0,-5.08,30.55,0.00,0.94,-5.47
360164,14.81,13.84,176,2834,74.90,35.00,10.30,30,0.00,9.58,12.16,73,0.66,0.00,0,0.0,-5.22,30.99,0.00,0.94,-5.47
360241,14.81,13.84,176,2830,74.90,35.00,10.26,30,0.00,9.58,12.16,73,0.66,0.00,0,0.0,-5.08,31.10,0.00,0.94,-5.47
360320,14.70,13.84,176,2828,74.90,35.00,10.26,30,0.00,9.58,12.16,73,0.66,0.00,0,0.0,-5.08,30.88,0.00,0.94,-5.47
360398,14.70,13.76,176,2836,74.90,35.50,10.29,30,0.00,9.58,12.16,73,0.66,0.00,0,0.0,-5.08,28.43,0.00,0.94,-5.47
360475,14.70,13.84,176,2842,74.90,35.00,10.31,30,0.00,9.58,12.16,73,0.66,0.00,0,0.0,-5.08,30.99,0.00,0.94,-5.47
360552,14.70,13.84,176,2838,74.90,35.00,10.29,30,0.00,9.58,12.16,73,0.65,0.00,0,0.0,-5.08,31.10,0.00,0.94,-5.47
360630,14.59,13.84,176,2840,74.90,35.00,10.30,30,0.00,9.58,12.16,72,0.67,0.00,0,0.0,-5.08,31.10,0.00,0.94,-5.47
360708,14.81,13.76,176,2840,74.90,35.00,10.30,30,0.00,9.58,12.16,72,0.66,0.00,0,0.0,-5.08,31.10,0.00,0.94,-5.47
360786,14.70,13.76,176,2840,74.90,35.50,10.30,30,0.00,9.58,12.16,72,0.66,0.00,0,0.0,-5.08,30.66,0.00,0.94,-5.47
360864,14.70,13.76,176,2820,74.90,35.00,10.23,30,0.00,9.58,12.16,72,0.66,0.00,0,0.0,-5.08,31.10,0.00,0.94,-5.47
360941,14.70,13.76,176,2821,74.90,35.00,10.23,30,0.00,9.58,12.16,72,0.65,0.00,0,0.0,-5.08,30.99,0.00,0.94,-5.47
361018,14.70,13.76,176,2836,74.90,35.00,10.27,30,0.00,9.58,12.16,72,0.65,0.00,0,0.0,-5.08,30.99,0.00,0.94,-5.47
361096,14.70,13.76,176,2834,74.90,35.00,10.28,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,30.88,0.00,0.94,-5.47
361174,14.70,13.84,176,2847,74.90,35.00,10.33,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,30.77,0.00,0.94,-5.47
361251,14.59,13.76,176,2841,74.90,35.50,10.30,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,33.11,0.00,0.94,-5.47
361329,14.59,13.76,176,2840,74.90,35.50,10.30,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,30.66,0.00,0.94,-5.47
361406,14.59,13.76,176,2843,74.90,35.50,10.30,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,30.55,0.00,0.94,-5.47
361484,14.70,13.76,176,2829,74.90,35.50,10.26,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,30.66,0.00,0.94,-5.47
361561,14.70,13.84,176,2825,74.90,35.50,10.24,30,0.00,9.43,12.16,72,0.64,0.00,0,0.0,-5.22,30.66,0.00,0.94,-5.47
361639,14.59,13.76,176,2825,74.90,35.50,10.24,30,0.00,9.43,12.16,72,0.64,0.00,0,0.0,-5.22,30.33,0.00,0.94,-5.47
361716,14.70,13.84,176,2824,74.90,35.50,10.24,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,30.44,0.00,0.94,-5.47
361795,14.70,13.84,176,2828,74.90,35.50,10.26,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,30.44,0.00,0.94,-5.47
361872,14.70,13.84,176,2845,74.90,35.50,10.31,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,30.44,0.00,0.94,-5.47
361950,14.59,13.84,176,2844,74.90,35.50,9.71,30,0.00,9.43,12.16,72,0.64,0.00,0,0.0,-5.22,30.55,0.00,0.94,-5.47
362028,14.70,13.84,176,2842,74.90,35.50,10.31,30,0.00,9.43,12.16,72,0.65,0.00,0,0.0,-5.22,30.55,0.00,0.94,-5.47
362106,14.59,13.76,176,2846,74.90,35.50,10.32,30,0.00,9.43,12.16,73,0.66,0.00,0,0.0,-5.22,31.10,0.00,0.94,-5.47
362184,14.70,13.84,176,2829,74.90,35.00,10.26,30,0.00,9.43,12.16,73,0.66,0.00,0,0.0,-5.08,30.99,0.00,0.94,-5.47
362262,14.70,13.84,176,2828,74.90,35.00,10.25,30,0.00,9.58,12.16,73,0.67,0.00,0,0.0,-5.08,30.99,0.00,0.94,-5.47
362339,14.59,13.84,176,2825,74.90,34.50,10.24,30,0.00,9.58,12.16,73,0.66,0.00,0,0.0,-5.08,31.43,0.00,0.94,-5.47
362417,14.70,13.84,176,2822,74.90,34.50,10.24,30,0.00,9.58,12.55,73,0.66,0.00,0,0.0,-5.08,31.43,0.00,0.94,-5.47
362496,14.59,13.76,176,2827,74.90,34.50,10.25,30,0.00,9.72,12.55,73,0.68,0.00,0,0.0,-4.93,32.09,0.00,0.96,-5.47
362574,14.70,13.84,176,2838,74.90,34.00,10.29,30,0.00,9.72,12.94,72,0.69,0.00,0,0.0,-4.79,32.56,0.00,0.96,-5.47
362650,14.81,13.84,176,2840,74.90,34.00,10.89,30,0.00,9.87,12.94,72,0.70,0.00,0,0.0,-4.64,33.06,0.00,0.96,-5.47
362728,14.70,13.76,176,2844,74.90,34.00,10.92,30,0.00,10.16,13.33,72,0.72,0.00,0,0.0,-4.50,33.54,0.00,0.98,-5.47
362806,14.70,13.76,176,2836,74.90,33.50,10.89,30,0.00,10.30,13.73,72,0.74,0.00,0,0.0,-4.35,34.01,0.00,1.00,-5.47
362884,14.70,13.84,176,2830,74.90,33.00,11.47,30,0.00,10.45,14.12,72,0.76,0.00,0,0.0,-4.21,35.24,0.00,1.00,-5.47
362961,14.70,13.84,176,2831,74.90,32.50,12.08,30,0.00,10.59,14.51,72,0.77,0.00,0,0.0,-3.77,36.44,0.00,1.02,-5.47
363039,14.70,13.84,176,2827,74.90,32.00,12.06,30,0.00,10.88,14.51,72,0.78,0.00,0,0.0,-3.77,36.81,0.00,1.02,-5.47
363116,14.70,13.76,176,2829,74.90,32.00,12.07,30,0.00,11.03,14.90,72,0.79,0.00,0,0.0,-3.63,37.18,0.00,1.02,-5.47
363194,14.81,13.84,176,2840,74.90,32.00,12.12,30,0.00,11.17,14.90,72,0.80,0.00,0,0.0,-3.48,37.53,0.00,1.04,-5.47
363272,14.81,13.76,176,2842,74.90,31.50,12.73,30,0.00,11.46,15.29,72,0.81,0.00,0,0.0,-3.19,38.16,0.00,1.04,-3.91
363350,14.93,13.76,176,2844,74.90,31.00,12.74,30,0.00,11.46,15.29,72,0.83,0.00,0,0.0,-3.05,39.12,0.00,1.04,-3.91
363427,14.59,13.76,176,2840,74.90,31.00,12.72,30,0.00,11.61,15.69,72,0.83,0.00,0,0.0,-2.90,39.25,0.00,1.04,-3.91
363504,14.47,13.76,176,2834,74.90,30.50,12.71,30,0.00,11.75,15.69,72,0.84,0.00,0,0.0,-2.76,39.93,0.00,1.04,-3.91
363582,14.59,13.76,176,2838,74.90,30.50,12.71,30,0.00,12.04,15.69,72,0.85,0.00,0,0.0,-2.61,39.79,0.00,1.04,-3.91
363661,14.59,13.76,176,2832,74.90,29.50,13.29,30,0.00,12.04,15.69,72,0.86,0.00,0,1.1,-2.61,41.02,0.00,1.06,-3.91
363738,14.59,13.84,176,2840,74.90,30.00,13.33,30,0.00,12.19,16.08,72,0.87,0.00,0,2.9,-2.47,38.75,0.00,1.06,-3.91
363816,14.59,13.76,176,2843,74.90,29.50,13.34,30,0.00,12.19,16.08,72,0.87,0.00,0,5.0,-2.32,41.47,0.00,1.06,-3.91
363893,14.59,13.76,176,2846,74.90,29.50,13.36,30,0.00,12.33,16.08,72,0.88,0.00,0,6.5,-2.18,41.63,0.00,1.06,-3.91
363971,14.70,13.76,176,2852,74.90,29.50,13.39,30,0.00,12.48,16.08,73,0.89,0.00,0,8.3,-2.18,41.91,0.00,1.06,-3.91
364048,14.70,13.76,176,2852,74.90,29.00,13.39,30,0.00,12.48,16.08,73,0.89,0.00,0,9.7,-2.18,42.07,0.00,1.06,-3.91
364126,14.59,13.76,176,2847,74.90,28.50,13.36,30,0.00,12.62,16.08,73,0.90,0.00,0,11.5,-2.03,42.58,0.00,1.06,-3.91
364204,14.70,13.76,176,2835,74.90,28.50,13.91,30,0.00,12.62,16.08,73,0.90,0.00,0,11.9,-1.89,42.89,0.00,1.06,-3.91
364281,14.70,13.76,176,2844,74.90,28.50,13.95,30,0.00,12.77,16.08,73,0.89,0.00,0,12.9,-2.03,42.64,0.00,1.06,-3.91
364359,14.70,13.76,176,2843,74.90,28.50,13.95,30,0.00,12.62,16.08,73,0.90,0.00,0,13.3,-1.89,43.16,0.00,1.06,-3.91
364437,14.81,13.76,176,2859,74.90,28.50,14.03,30,0.00,12.77,16.08,73,0.91,0.00,0,13.7,-1.89,42.74,0.00,1.06,-3.91
364515,14.81,13.76,176,2860,74.90,28.50,13.42,30,0.00,12.77,16.08,73,0.90,0.00,0,14.0,-1.89,42.38,0.00,1.06,-3.91
364592,14.81,13.76,176,2858,74.90,28.50,14.02,30,0.00,12.77,16.08,73,0.90,0.00,0,14.7,-1.89,42.65,0.00,1.06,-3.91
364670,14.70,13.68,176,2861,74.90,28.50,13.43,30,0.00,12.77,16.08,73,0.89,0.00,0,14.7,-1.89,42.40,0.00,1.06,-3.91
